Function,Dimension,Accuracy,P-Value
f1,d10,0.50,1.0203569548122288e-05
f1,d10,0.60,1.5345504609285516e-06
f1,d10,0.70,2.2700398199689824e-06
f1,d10,0.80,1.1512354940556314e-05
f1,d10,0.90,0.29893128371450395
f1,d10,1.00,0.5377136358338882
f1,d30,0.50,3.397807564086679e-08
f1,d30,0.60,4.563323315096952e-07
f1,d30,0.70,7.87837109848201e-07
f1,d30,0.80,2.08288017563029e-05
f1,d30,0.90,0.8103340324363439
f1,d30,1.00,0.9999929256014958
f2,d10,0.50,0.1308082339392887
f2,d10,0.60,0.7953440437892425
f2,d10,0.70,0.9787633084508869
f2,d10,0.80,0.9933397419882
f2,d10,0.90,0.9961440974910315
f2,d10,1.00,0.9999999707854003
f2,d30,0.50,0.4355315995396393
f2,d30,0.60,0.189665967563656
f2,d30,0.70,0.9813723170731419
f2,d30,0.80,0.9964432529821137
f2,d30,0.90,0.9947093942784172
f2,d30,1.00,0.9999999707854003
f4,d10,0.50,3.397807564086679e-08
f4,d10,0.60,3.397807564086679e-08
f4,d10,0.70,3.397807564086679e-08
f4,d10,0.80,3.397807564086679e-08
f4,d10,0.90,8.285396466929393e-08
f4,d10,1.00,0.9999999707854003
f4,d30,0.50,3.458291744038558e-07
f4,d30,0.60,7.154265625721916e-08
f4,d30,0.70,1.707787846751859e-07
f4,d30,0.80,8.285396466929393e-08
f4,d30,0.90,6.173175077478352e-08
f4,d30,1.00,0.9999999707854003
f8,d10,0.50,1.3405468607064785e-06
f8,d10,0.60,3.7738151845393e-06
f8,d10,0.70,0.00016023318357132288
f8,d10,0.80,0.00802455644595962
f8,d10,0.90,0.352441670113927
f8,d10,1.00,0.9999999548291745
f8,d30,0.50,3.397807564086679e-08
f8,d30,0.60,9.588559761687298e-08
f8,d30,0.70,1.0203569548122288e-05
f8,d30,0.80,0.142652357953844
f8,d30,0.90,0.999539543302856
f8,d30,1.00,0.9999999041144024
f13,d10,0.50,7.0155743338709135e-06
f13,d10,0.60,0.01984015737964138
f13,d10,0.70,0.3984868677023042
f13,d10,0.80,0.9907417835179422
f13,d10,0.90,0.999116337848965
f13,d10,1.00,0.9999980454328777
f13,d30,0.50,2.2694860940934735e-07
f13,d30,0.60,1.969402736433294e-07
f13,d30,0.70,0.00011110131006840324
f13,d30,0.80,0.5323402885613897
f13,d30,0.90,0.9983326502803103
f13,d30,1.00,0.9999998523896602
f15,d10,0.50,0.038215472789770104
f15,d10,0.60,0.142652357953844
f15,d10,0.70,0.590929459757551
f15,d10,0.80,0.9787633084508869
f15,d10,0.90,0.9997053477251734
f15,d10,1.00,0.9999970691172946
f15,d30,0.50,3.3930193083693134e-08
f15,d30,0.60,3.3930193083693134e-08
f15,d30,0.70,6.164810647176969e-08
f15,d30,0.80,0.013270212698975858
f15,d30,0.90,0.999187371226874
f15,d30,1.00,0.9999999707854003
f1,d10,0.50,3.397807564086679e-08
f1,d10,0.60,0.9852795577939586
f1,d10,0.70,0.918202137194434
f1,d10,0.80,0.968053882536442
f1,d10,0.90,0.7796250582008286
f1,d10,1.00,0.9297901426472494
f1,d30,0.50,3.397807564086679e-08
f1,d30,0.60,0.9260767086428191
f1,d30,0.70,0.9999970632129521
f1,d30,0.80,0.9999997386557339
f1,d30,0.90,0.9999937474181485
f1,d30,1.00,0.9999999467715508
f2,d10,0.50,0.0022529022712798673
f2,d10,0.60,0.9999992121628901
f2,d10,0.70,0.9999999707854003
f2,d10,0.80,0.9999999707854003
f2,d10,0.90,0.9999999707854003
f2,d10,1.00,0.9999999707854003
f2,d30,0.50,0.9847719933902891
f2,d30,0.60,0.9999999707854003
f2,d30,0.70,0.9999999707854003
f2,d30,0.80,0.9999999707854003
f2,d30,0.90,0.9999999707854003
f2,d30,1.00,0.9999999707854003
f4,d10,0.50,3.397807564086679e-08
f4,d10,0.60,0.9999999726844447
f4,d10,0.70,0.9999999721702508
f4,d10,0.80,0.9999999784636268
f4,d10,0.90,0.9999999823309224
f4,d10,1.00,0.9999999823309224
f4,d30,0.50,3.397807564086679e-08
f4,d30,0.60,0.9999999707854003
f4,d30,0.70,0.9999999707854003
f4,d30,0.80,0.9999999707854003
f4,d30,0.90,0.9999999707854003
f4,d30,1.00,0.9999999707854003
f8,d10,0.50,3.38823691698822e-08
f8,d10,0.60,0.9999994463136421
f8,d10,0.70,0.9999995447382819
f8,d10,0.80,0.9999994023111431
f8,d10,0.90,0.999839662809351
f8,d10,1.00,0.9999997424727427
f8,d30,0.50,3.397807564086679e-08
f8,d30,0.60,0.6624929216747558
f8,d30,0.70,0.9999629679863419
f8,d30,0.80,0.9999944776439417
f8,d30,0.90,0.9999996996244588
f8,d30,1.00,0.9999962113094701
f13,d10,0.50,3.373924868679957e-08
f13,d10,0.60,0.9999982740805666
f13,d10,0.70,0.999999736268736
f13,d10,0.80,0.9999999761277187
f13,d10,0.90,0.9999998457535139
f13,d10,1.00,0.9999999709501552
f13,d30,0.50,3.397807564086679e-08
f13,d30,0.60,0.9999791711982436
f13,d30,0.70,0.9999999708269713
f13,d30,0.80,0.9999999710340551
f13,d30,0.90,0.9999999543260543
f13,d30,1.00,0.9999999709513756
f15,d10,0.50,1.707787846751859e-07
f15,d10,0.60,0.9617845272102299
f15,d10,0.70,0.9999454150727097
f15,d10,0.80,0.9999885181198755
f15,d10,0.90,0.9999738737848537
f15,d10,1.00,0.9997588906013314
f15,d30,0.50,3.397807564086679e-08
f15,d30,0.60,0.8957838936509215
f15,d30,0.70,0.9999929256014958
f15,d30,0.80,0.9990233258634853
f15,d30,0.90,0.9997454635409607
f15,d30,1.00,0.9999929256014958
f1,d10,0.50,0.9999909627611305
f1,d10,0.60,0.9999986551156552
f1,d10,0.70,0.9999980063205519
f1,d10,0.80,0.9999897964304518
f1,d10,0.90,0.7103908238432916
f1,d10,1.00,0.4730419883125112
f1,d30,0.50,0.9999999707854003
f1,d30,0.60,0.9999996026026046
f1,d30,0.70,0.9999993119691806
f1,d30,0.80,0.9999814744201472
f1,d30,0.90,0.19708545497582258
f1,d30,1.00,7.998617623172388e-06
f2,d10,0.50,0.8748516012482441
f2,d10,0.60,0.21242001386911896
f2,d10,0.70,0.022653096930965715
f2,d10,0.80,0.007181923800568205
f2,d10,0.90,0.004177413667822258
f2,d10,1.00,3.397807564086679e-08
f2,d30,0.50,0.5750944698206617
f2,d30,0.60,0.8175791726956705
f2,d30,0.70,0.019895923809076274
f2,d30,0.80,0.003855902508968483
f2,d30,0.90,0.005716414654220047
f2,d30,1.00,3.397807564086679e-08
f4,d10,0.50,0.9999999707854003
f4,d10,0.60,0.9999999707854003
f4,d10,0.70,0.9999999707854003
f4,d10,0.80,0.9999999707854003
f4,d10,0.90,0.9999999284573438
f4,d10,1.00,3.397807564086679e-08
f4,d30,0.50,0.9999996992601498
f4,d30,0.60,0.9999999382682492
f4,d30,0.70,0.9999998520123133
f4,d30,0.80,0.9999999284573438
f4,d30,0.90,0.9999999467715508
f4,d30,1.00,3.397807564086679e-08
f8,d10,0.50,0.9999988260113315
f8,d10,0.60,0.9999966764275385
f8,d10,0.70,0.9998556433821786
f8,d10,0.80,0.9925510313784152
f8,d10,0.90,0.6575513275479196
f8,d10,1.00,5.243194748976489e-08
f8,d30,0.50,0.9999999707854003
f8,d30,0.60,0.9999999171460353
f8,d30,0.70,0.9999909627611305
f8,d30,0.80,0.8633574399094623
f8,d30,0.90,0.0005070493426080219
f8,d30,1.00,1.1088821650461217e-07
f13,d10,0.50,0.9999938000283187
f13,d10,0.60,0.9814257395596979
f13,d10,0.70,0.6119274597819442
f13,d10,0.80,0.009954579816582267
f13,d10,0.90,0.0009685581915713315
f13,d10,1.00,2.226001673887048e-06
f13,d30,0.50,0.9999998030597264
f13,d30,0.60,0.9999998292212153
f13,d30,0.70,0.9999001466624817
f13,d30,0.80,0.4784266642654188
f13,d30,0.90,0.001818619711928459
f13,d30,1.00,1.7034775387937207e-07
f15,d10,0.50,0.963977284766328
f15,d10,0.60,0.8633574399094623
f15,d10,0.70,0.4196123873704464
f15,d10,0.80,0.022653096930965715
f15,d10,0.90,0.00032549292865486804
f15,d10,1.00,3.330193713817101e-06
f15,d30,0.50,0.9999999708269713
f15,d30,0.60,0.9999999708269713
f15,d30,0.70,0.99999994684439
f15,d30,0.80,0.9876243636352232
f15,d30,0.90,0.0008911877687527205
f15,d30,1.00,3.397807564086679e-08
f1,d10,0.50,3.397807564086679e-08
f1,d10,0.60,0.9999999707854003
f1,d10,0.70,0.9999999707854003
f1,d10,0.80,0.9999999660219243
f1,d10,0.90,0.9260767086428191
f1,d10,1.00,0.9432243035082798
f1,d30,0.50,3.397807564086679e-08
f1,d30,0.60,0.9999999171460353
f1,d30,0.70,0.9999999707854003
f1,d30,0.80,0.9999999707854003
f1,d30,0.90,0.9999920013823769
f1,d30,1.00,0.9999791711982436
f2,d10,0.50,0.03495904290201198
f2,d10,0.60,0.9999997386557339
f2,d10,0.70,0.9999999707854003
f2,d10,0.80,0.9999999707854003
f2,d10,0.90,0.9999999707854003
f2,d10,1.00,4.586386355828241e-08
f2,d30,0.50,0.995987700851307
f2,d30,0.60,0.9999999707854003
f2,d30,0.70,0.9999999707854003
f2,d30,0.80,0.9999999707854003
f2,d30,0.90,0.9999999707854003
f2,d30,1.00,3.397807564086679e-08
f4,d10,0.50,3.397807564086679e-08
f4,d10,0.60,0.9999999726844447
f4,d10,0.70,0.9999999721702508
f4,d10,0.80,0.9999999784636268
f4,d10,0.90,0.9999999823309224
f4,d10,1.00,0.9999999823309224
f4,d30,0.50,3.397807564086679e-08
f4,d30,0.60,0.9999999707854003
f4,d30,0.70,0.9999999707854003
f4,d30,0.80,0.9999999707854003
f4,d30,0.90,0.9999999707854003
f4,d30,1.00,0.9999999707854003
f8,d10,0.50,3.3930193083693134e-08
f8,d10,0.60,0.9999999709927411
f8,d10,0.70,0.9999999635200948
f8,d10,0.80,0.9999999661176309
f8,d10,0.90,0.9999977346291998
f8,d10,1.00,0.006403793094642051
f8,d30,0.50,3.397807564086679e-08
f8,d30,0.60,0.9999999041144024
f8,d30,0.70,0.9999998292212153
f8,d30,0.80,0.9999992121628901
f8,d30,0.90,0.9999737464919818
f8,d30,1.00,0.030982668379845816
f13,d10,0.50,3.38823691698822e-08
f13,d10,0.60,0.9999998181977159
f13,d10,0.70,0.9999998409440987
f13,d10,0.80,0.9999998949534068
f13,d10,0.90,0.9999856915679224
f13,d10,1.00,0.9999252061339547
f13,d30,0.50,3.397807564086679e-08
f13,d30,0.60,0.9999999707854003
f13,d30,0.70,0.9999999708269713
f13,d30,0.80,0.9999999710340551
f13,d30,0.90,0.9999999338062131
f13,d30,1.00,0.9990706513824292
f15,d10,0.50,6.004440969211716e-07
f15,d10,0.60,0.9947093942784172
f15,d10,0.70,0.9990247611958387
f15,d10,0.80,0.9993267650171331
f15,d10,0.90,0.787579986130881
f15,d10,1.00,7.198375566817851e-05
f15,d30,0.50,3.3930193083693134e-08
f15,d30,0.60,0.9999999707854003
f15,d30,0.70,0.9999999708269713
f15,d30,0.80,0.9999988221704319
f15,d30,0.90,0.7548328677452447
f15,d30,1.00,3.458291744038558e-07
f1,d10,0.50,0.9999999707854003
f1,d10,0.60,0.015758551037280785
f1,d10,0.70,0.08596485271913673
f1,d10,0.80,0.03393409360624221
f1,d10,0.90,0.22847530983478204
f1,d10,1.00,0.07392329135718094
f1,d30,0.50,0.9999999707854003
f1,d30,0.60,0.07778496629387124
f1,d30,0.70,3.3368257152001088e-06
f1,d30,0.80,3.0073985026600743e-07
f1,d30,0.90,7.074398504212945e-06
f1,d30,1.00,6.173175077478352e-08
f2,d10,0.50,0.9979309894422503
f2,d10,0.60,9.014845860541547e-07
f2,d10,0.70,3.397807564086679e-08
f2,d10,0.80,3.397807564086679e-08
f2,d10,0.90,3.397807564086679e-08
f2,d10,1.00,3.397807564086679e-08
f2,d30,0.50,0.016296666766548933
f2,d30,0.60,3.397807564086679e-08
f2,d30,0.70,3.397807564086679e-08
f2,d30,0.80,3.397807564086679e-08
f2,d30,0.90,3.397807564086679e-08
f2,d30,1.00,3.397807564086679e-08
f4,d10,0.50,0.9999999707854003
f4,d10,0.60,3.17900213024822e-08
f4,d10,0.70,3.2382609592080143e-08
f4,d10,0.80,2.5121802258212632e-08
f4,d10,0.90,2.0650135370884132e-08
f4,d10,1.00,2.0650135370884132e-08
f4,d30,0.50,0.9999999707854003
f4,d30,0.60,3.397807564086679e-08
f4,d30,0.70,3.397807564086679e-08
f4,d30,0.80,3.397807564086679e-08
f4,d30,0.90,3.397807564086679e-08
f4,d30,1.00,3.397807564086679e-08
f8,d10,0.50,0.9999999708684908
f8,d10,0.60,6.347630382594384e-07
f8,d10,0.70,5.224215798473099e-07
f8,d10,0.80,6.849074319222476e-07
f8,d10,0.90,0.00017784660209563299
f8,d10,1.00,2.963927734559275e-07
f8,d30,0.50,0.9999999707854003
f8,d30,0.60,0.34744550993388323
f8,d30,0.70,4.146208387244666e-05
f8,d30,0.80,6.2525818514871214e-06
f8,d30,0.90,3.454146183980308e-07
f8,d30,1.00,4.298722408785759e-06
f13,d10,0.50,0.9999999709927411
f13,d10,0.60,1.9668495018627156e-06
f13,d10,0.70,3.035728045924264e-07
f13,d10,0.80,2.7818904153298327e-08
f13,d10,0.90,1.7806091762393274e-07
f13,d10,1.00,3.3813843255809946e-08
f13,d30,0.50,0.9999999707854003
f13,d30,0.60,2.3402016193169243e-05
f13,d30,0.70,3.3930193083693134e-08
f13,d30,0.80,3.3691658744856235e-08
f13,d30,0.90,5.3010190284585796e-08
f13,d30,1.00,3.378689703156949e-08
f15,d10,0.50,0.9999998520123133
f15,d10,0.60,0.04051587462092551
f15,d10,0.70,6.0969673856682495e-05
f15,d10,0.80,1.2945978212275807e-05
f15,d10,0.90,2.931502144088925e-05
f15,d10,1.00,0.0002667110682247389
f15,d30,0.50,0.9999999707854003
f15,d30,0.60,0.10919195739958071
f15,d30,0.70,7.998617623172388e-06
f15,d30,0.80,0.0010696306978677111
f15,d30,0.90,0.00028145177994706375
f15,d30,1.00,7.998617623172388e-06
f1,d10,0.50,0.9999999707854003
f1,d10,0.60,3.397807564086679e-08
f1,d10,0.70,3.397807564086679e-08
f1,d10,0.80,3.9490168333373314e-08
f1,d10,0.90,0.07778496629387124
f1,d10,1.00,0.05992778297962383
f1,d30,0.50,0.9999999707854003
f1,d30,0.60,9.588559761687298e-08
f1,d30,0.70,3.397807564086679e-08
f1,d30,0.80,3.397807564086679e-08
f1,d30,0.90,9.037238869417781e-06
f1,d30,1.00,2.3402016193169243e-05
f2,d10,0.50,0.9670785979999781
f2,d10,0.60,3.0073985026600743e-07
f2,d10,0.70,3.397807564086679e-08
f2,d10,0.80,3.397807564086679e-08
f2,d10,0.90,3.397807564086679e-08
f2,d10,1.00,0.9999999605098316
f2,d30,0.50,0.004345422525631338
f2,d30,0.60,3.397807564086679e-08
f2,d30,0.70,3.397807564086679e-08
f2,d30,0.80,3.397807564086679e-08
f2,d30,0.90,3.397807564086679e-08
f2,d30,1.00,0.9999999707854003
f4,d10,0.50,0.9999999707854003
f4,d10,0.60,3.17900213024822e-08
f4,d10,0.70,3.2382609592080143e-08
f4,d10,0.80,2.5121802258212632e-08
f4,d10,0.90,2.0650135370884132e-08
f4,d10,1.00,2.0650135370884132e-08
f4,d30,0.50,0.9999999707854003
f4,d30,0.60,3.397807564086679e-08
f4,d30,0.70,3.397807564086679e-08
f4,d30,0.80,3.397807564086679e-08
f4,d30,0.90,3.397807564086679e-08
f4,d30,1.00,3.397807564086679e-08
f8,d10,0.50,0.9999999708269713
f8,d10,0.60,3.373924868679957e-08
f8,d10,0.70,4.238453363884349e-08
f8,d10,0.80,3.9380013804372404e-08
f8,d10,0.90,2.577636922907691e-06
f8,d10,1.00,0.9940674361926732
f8,d30,0.50,0.9999999707854003
f8,d30,0.60,1.1088821650461217e-07
f8,d30,0.70,1.969402736433294e-07
f8,d30,0.80,9.014845860541547e-07
f8,d30,0.90,2.9456033353611282e-05
f8,d30,1.00,0.9708606096494085
f13,d10,0.50,0.9999999708684908
f13,d10,0.60,2.0959714619579388e-07
f13,d10,0.70,1.8355515520490607e-07
f13,d10,0.80,1.2155513035683838e-07
f13,d10,0.90,1.612040082587049e-05
f13,d10,1.00,8.344999250408611e-05
f13,d30,0.50,0.9999999707854003
f13,d30,0.60,3.397807564086679e-08
f13,d30,0.70,3.3930193083693134e-08
f13,d30,0.80,3.3691658744856235e-08
f13,d30,0.90,7.668969319568303e-08
f13,d30,1.00,0.0010182128372974277
f15,d10,0.50,0.9999994763629168
f15,d10,0.60,0.005716414654220047
f15,d10,0.70,0.001068084110487362
f15,d10,0.80,0.0007393468111716983
f15,d10,0.90,0.22035350507268658
f15,d10,1.00,0.9999354858416831
f15,d30,0.50,0.9999999708269713
f15,d30,0.60,3.397807564086679e-08
f15,d30,0.70,3.3930193083693134e-08
f15,d30,0.80,1.34488434472952e-06
f15,d30,0.90,0.253752648980956
f15,d30,1.00,0.9999996992601498
